Tankerbaseposition Lat 46.893547 Lon 75.003083 
Request 0, flight 26 at 6.017560 [h] Lat 46.309793 Lon 77.221350, flying track -57.529732 for 28493.309081 [lbs] endlat 47.553589 endlon 74.245908
Request 1, flight 130 at 7.789505 [h] Lat 46.309793 Lon 77.221350, flying track -57.529732 for 28493.309081 [lbs] endlat 47.553589 endlon 74.245908
Request 2, flight 54 at 7.813738 [h] Lat 47.775693 Lon 73.039864, flying track 113.410088 for 36104.963144 [lbs] endlat 46.782296 endlon 76.230456
Request 3, flight 196 at 9.242782 [h] Lat 48.041076 Lon 73.003620, flying track 113.194363 for 35975.189817 [lbs] endlat 47.055412 endlon 76.215691
Request 4, flight 410 at 10.144114 [h] Lat 47.518587 Lon 74.139952, flying track 114.296143 for 29482.803931 [lbs] endlat 46.492408 endlon 77.291891
Request 5, flight 282 at 10.193671 [h] Lat 46.309793 Lon 77.221350, flying track -56.960104 for 28493.309081 [lbs] endlat 47.574012 endlon 74.263749
Request 6, flight 390 at 10.513682 [h] Lat 49.909318 Lon 74.657035, flying track 117.146140 for 31341.784365 [lbs] endlat 48.775165 endlon 77.871430
Request 7, flight 428 at 10.756171 [h] Lat 46.309793 Lon 77.221350, flying track -57.937078 for 28493.309081 [lbs] endlat 47.538909 endlon 74.233343
Request 8, flight 670 at 12.188845 [h] Lat 46.752838 Lon 77.666938, flying track -57.354916 for 29259.376978 [lbs] endlat 48.002217 endlon 74.671613
Request 9, flight 666 at 12.256171 [h] Lat 46.309793 Lon 77.221350, flying track -56.945475 for 28493.309081 [lbs] endlat 47.574535 endlon 74.264211
Request 10, flight 682 at 12.339505 [h] Lat 46.309793 Lon 77.221350, flying track -57.529732 for 28493.309081 [lbs] endlat 47.553589 endlon 74.245908
Request 11, flight 1088 at 16.982522 [h] Lat 47.982271 Lon 73.016392, flying track 113.600520 for 33959.638796 [lbs] endlat 46.981449 endlon 76.214195
Request 12, flight 1052 at 17.056068 [h] Lat 48.040839 Lon 73.002795, flying track 113.193424 for 35954.259861 [lbs] endlat 47.055211 endlon 76.214876
Request 13, flight 956 at 17.345648 [h] Lat 49.748080 Lon 74.827849, flying track 92.196140 for 14615.075388 [lbs] endlat 49.598520 endlon 78.498273
Request 14, flight 1188 at 17.636797 [h] Lat 47.342685 Lon 72.792349, flying track 112.699849 for 34190.644426 [lbs] endlat 46.376620 endlon 75.975974
Request 15, flight 1180 at 17.898983 [h] Lat 51.050767 Lon 74.661127, flying track 118.188589 for 33141.209934 [lbs] endlat 49.877477 endlon 77.916938
Request 16, flight 1252 at 18.163627 [h] Lat 48.940618 Lon 74.615403, flying track 116.303362 for 31341.466215 [lbs] endlat 47.838451 endlon 77.794930
Request 17, flight 1268 at 18.369284 [h] Lat 48.106437 Lon 73.031309, flying track 113.745254 for 33673.899695 [lbs] endlat 47.100025 endlon 76.232663
Request 18, flight 1246 at 18.723747 [h] Lat 47.784448 Lon 73.006681, flying track 113.384374 for 36063.721753 [lbs] endlat 46.792005 endlon 76.198468
Request 19, flight 1284 at 19.129048 [h] Lat 46.867872 Lon 72.915383, flying track 122.519673 for 31334.180903 [lbs] endlat 45.547725 endlon 75.781945
Request 20, flight 1310 at 19.307080 [h] Lat 47.784448 Lon 73.006681, flying track 113.384374 for 36063.721753 [lbs] endlat 46.792005 endlon 76.198468
Request 21, flight 1468 at 19.861798 [h] Lat 49.506962 Lon 72.239166, flying track 89.789596 for 31330.778932 [lbs] endlat 49.457877 endlon 75.901709
Request 22, flight 1594 at 20.147056 [h] Lat 46.714167 Lon 77.233990, flying track -81.446720 for 27961.191299 [lbs] endlat 47.017542 endlon 73.780759
Request 23, flight 1590 at 20.147056 [h] Lat 46.714167 Lon 77.233990, flying track -81.446720 for 27961.191299 [lbs] endlat 47.017542 endlon 73.780759
Request 24, flight 1762 at 20.258770 [h] Lat 46.988144 Lon 76.233773, flying track -82.428226 for 21892.972180 [lbs] endlat 47.250308 endlon 72.756977
Request 25, flight 1616 at 20.806171 [h] Lat 46.309793 Lon 77.221350, flying track -56.885060 for 28493.309081 [lbs] endlat 47.576693 endlon 74.266123
Request 26, flight 1666 at 21.056171 [h] Lat 46.309793 Lon 77.221350, flying track -57.529732 for 28493.309081 [lbs] endlat 47.553589 endlon 74.245908
